X4PP;City;Municipality;Province
7424;Deventer;Deventer;Overijssel
7425;Deventer;Deventer;Overijssel
7426;Deventer;Deventer;Overijssel
7427;Deventer;Deventer;Overijssel
7428;Deventer;Deventer;Overijssel
7429;Colmschate;Deventer;Overijssel
7430;Diepenveen;Deventer;Overijssel
7431;Diepenveen;Deventer;Overijssel
7433;Schalkhaar;Deventer;Overijssel
7434;Lettele;Deventer;Overijssel
7435;Okkenbroek;Deventer;Overijssel
7437;Bathmen;Deventer;Overijssel
1110;Diemen;Diemen;Noord-Holland
1111;Diemen;Diemen;Noord-Holland
1112;Diemen;Diemen;Noord-Holland
1113;Diemen;Diemen;Noord-Holland
5328;Rossum;Dinkelland;Gelderland
7590;Denekamp;Dinkelland;Overijssel
7591;Denekamp;Dinkelland;Overijssel
7595;Weerselo;Dinkelland;Overijssel
7596;Rossum;Dinkelland;Overijssel
7597;Saasveld;Dinkelland;Overijssel
7630;Ootmarsum;Dinkelland;Overijssel
7631;Ootmarsum;Dinkelland;Overijssel
7634;Tilligte;Dinkelland;Overijssel
7635;Lattrop-Breklenkamp;Dinkelland;Overijssel
7636;Agelo;Dinkelland;Overijssel
7637;Oud Ootmarsum;Dinkelland;Overijssel
7638;Nutter;Dinkelland;Overijssel
6980;Doesburg;Doesburg;Gelderland
6981;Doesburg;Doesburg;Gelderland
6982;Doesburg;Doesburg;Gelderland
6983;Doesburg;Doesburg;Gelderland
6984;Doesburg;Doesburg;Gelderland
7000;Doetinchem;Doetinchem;Gelderland
7001;Doetinchem;Doetinchem;Gelderland
7002;Doetinchem;Doetinchem;Gelderland
7003;Doetinchem;Doetinchem;Gelderland
7004;Doetinchem;Doetinchem;Gelderland
7006;Doetinchem;Doetinchem;Gelderland
7007;Doetinchem;Doetinchem;Gelderland
7008;Doetinchem;Doetinchem;Gelderland
7009;Doetinchem;Doetinchem;Gelderland
7010;Gaanderen;Doetinchem;Gelderland
7011;Gaanderen;Doetinchem;Gelderland
7030;Wehl;Doetinchem;Gelderland
7031;Doetinchem;Doetinchem;Gelderland
5100;Dongen;Dongen;Noord-Brabant
5101;Dongen;Dongen;Noord-Brabant
5102;Dongen;Dongen;Noord-Brabant
5103;Dongen;Dongen;Noord-Brabant
5104;Dongen;Dongen;Noord-Brabant
5105;Dongen;Dongen;Noord-Brabant
5106;Dongen;Dongen;Noord-Brabant
5107;Dongen;Dongen;Noord-Brabant
5109;'s Gravenmoer;Dongen;Noord-Brabant
9100;Dokkum;Dongeradeel;Friesland
9101;Dokkum;Dongeradeel;Friesland
9102;Dokkum;Dongeradeel;Friesland
9103;Dokkum;Dongeradeel;Friesland
9121;Aalsum;Dongeradeel;Friesland
9122;Wetsens;Dongeradeel;Friesland
9123;Metslawier;Dongeradeel;Friesland
9124;Jouswier;Dongeradeel;Friesland
9125;Oostrum;Dongeradeel;Friesland
9131;Ee;Dongeradeel;Friesland
9132;Engwierum;Dongeradeel;Friesland
9133;Anjum;Dongeradeel;Friesland
9134;Lioessens;Dongeradeel;Friesland
9135;Morra;Dongeradeel;Friesland
9136;Paesens;Dongeradeel;Friesland
9137;Oosternijkerk;Dongeradeel;Friesland
9138;Niawier;Dongeradeel;Friesland
9141;Wierum;Dongeradeel;Friesland
9142;Moddergat;Dongeradeel;Friesland
9143;Nes;Dongeradeel;Friesland
9144;Hantumhuizen;Dongeradeel;Friesland
9145;Ternaard;Dongeradeel;Friesland
9146;Hantumeruitburen;Dongeradeel;Friesland
9147;Hantum;Dongeradeel;Friesland
9148;Hiaure;Dongeradeel;Friesland
9150;Holwerd;Dongeradeel;Friesland
9151;Holwerd;Dongeradeel;Friesland
9152;Waaxens;Dongeradeel;Friesland
9153;Brantgum;Dongeradeel;Friesland
9154;Foudgum;Dongeradeel;Friesland
9155;Raard;Dongeradeel;Friesland
9156;Bornwird;Dongeradeel;Friesland
3029;Dordrecht;Dordrecht;Zuid-Holland
3300;Dordrecht;Dordrecht;Zuid-Holland
3301;Dordrecht;Dordrecht;Zuid-Holland
3311;Dordrecht;Dordrecht;Zuid-Holland
3312;Dordrecht;Dordrecht;Zuid-Holland
3313;Dordrecht;Dordrecht;Zuid-Holland
3314;Dordrecht;Dordrecht;Zuid-Holland
3315;Dordrecht;Dordrecht;Zuid-Holland
3316;Dordrecht;Dordrecht;Zuid-Holland
3317;Dordrecht;Dordrecht;Zuid-Holland
3318;Dordrecht;Dordrecht;Zuid-Holland
3319;Dordrecht;Dordrecht;Zuid-Holland
3328;Dordrecht;Dordrecht;Zuid-Holland
3329;Dordrecht;Dordrecht;Zuid-Holland
3331;Dordrecht;Dordrecht;Zuid-Holland
1606;Venhuizen;Drechterland;Noord-Holland
1607;Hem;Drechterland;Noord-Holland
1608;Wijdenes;Drechterland;Noord-Holland
1609;Oosterleek;Drechterland;Noord-Holland
1617;Westwoud;Drechterland;Noord-Holland
1696;Oosterblokker;Drechterland;Noord-Holland
1697;Schellinkhout;Drechterland;Noord-Holland
4766;Lage Zwaluwe;Drimmelen;Noord-Brabant
4844;Terheijden;Drimmelen;Noord-Brabant
4920;Made;Drimmelen;Noord-Brabant
4921;Made;Drimmelen;Noord-Brabant
4924;Drimmelen;Drimmelen;Noord-Brabant
4926;Lage Zwaluwe;Drimmelen;Noord-Brabant
4927;Hooge Zwaluwe;Drimmelen;Noord-Brabant
8250;Dronten;Dronten;Flevoland
8251;Dronten;Dronten;Flevoland
8252;Dronten;Dronten;Flevoland
8253;Dronten;Dronten;Flevoland
8254;Dronten;Dronten;Flevoland
8255;Swifterbant;Dronten;Flevoland
8256;Biddinghuizen;Dronten;Flevoland
6631;Horssen;Druten;Gelderland
6650;Druten;Druten;Gelderland
6651;Afferden;Druten;Gelderland
6652;Druten;Druten;Gelderland
6653;Deest;Druten;Gelderland
6654;Afferden;Druten;Gelderland
6655;Druten;Druten;Gelderland
6920;Duiven;Duiven;Gelderland
6921;Duiven;Duiven;Gelderland
6922;Duiven;Duiven;Gelderland
6923;Groessen;Duiven;Gelderland
6924;Loo Gld;Duiven;Gelderland
6100;Echt;Echt-Susteren;Limburg
6101;Echt;Echt-Susteren;Limburg
6102;Echt;Echt-Susteren;Limburg
6104;Koningsbosch;Echt-Susteren;Limburg
6105;Maria Hoop;Echt-Susteren;Limburg
6111;Sint Joost;Echt-Susteren;Limburg
6112;Sint Joost;Echt-Susteren;Limburg
6114;Susteren;Echt-Susteren;Limburg
6116;Roosteren;Echt-Susteren;Limburg
6118;Nieuwstadt;Echt-Susteren;Limburg
1130;Volendam;Edam-Volendam;Noord-Holland
1131;Volendam;Edam-Volendam;Noord-Holland
1132;Volendam;Edam-Volendam;Noord-Holland
1135;Edam;Edam-Volendam;Noord-Holland
1481;Purmer;Edam-Volendam;Noord-Holland
6710;Ede;Ede;Gelderland
6711;Ede;Ede;Gelderland
6712;Ede;Ede;Gelderland
6713;Ede;Ede;Gelderland
6714;Ede;Ede;Gelderland
6715;Ede;Ede;Gelderland
6716;Ede;Ede;Gelderland
6717;Ede;Ede;Gelderland
6718;Ede;Ede;Gelderland
6720;Bennekom;Ede;Gelderland
6721;Bennekom;Ede;Gelderland
6730;Otterlo;Ede;Gelderland
6731;Otterlo;Ede;Gelderland
6732;Harskamp;Ede;Gelderland
6733;Wekerom;Ede;Gelderland
6740;Lunteren;Ede;Gelderland
6741;Lunteren;Ede;Gelderland
6744;Lunteren;Ede;Gelderland
6745;Ede;Ede;Gelderland
6877;Deelen;Ede;Gelderland
7352;Hoenderloo;Ede;Gelderland
3755;Eemnes;Eemnes;Utrecht
9925;Startenhuizen;Eemsmond;Groningen
9979;Eemshaven;Eemsmond;Groningen
9980;Uithuizen;Eemsmond;Groningen
9982;Uithuizermeeden;Eemsmond;Groningen
9983;Roodeschool;Eemsmond;Groningen
9984;Oudeschip;Eemsmond;Groningen
9985;Oosternieland;Eemsmond;Groningen
9986;Oldenzijl;Eemsmond;Groningen
9988;Usquert;Eemsmond;Groningen
9989;Oudeschip;Eemsmond;Groningen
9995;Kantens;Eemsmond;Groningen
9996;Eppenhuizen;Eemsmond;Groningen
9997;Zandeweer;Eemsmond;Groningen
9998;Rottum;Eemsmond;Groningen
5511;Knegsel;Eersel;Noord-Brabant
5512;Vessem;Eersel;Noord-Brabant
5513;Wintelre;Eersel;Noord-Brabant
5520;Eersel;Eersel;Noord-Brabant
5521;Eersel;Eersel;Noord-Brabant
5524;Steensel;Eersel;Noord-Brabant
5525;Duizel;Eersel;Noord-Brabant
6245;Eijsden;Eijsden-Margraten;Limburg
6247;Gronsveld;Eijsden-Margraten;Limburg
6251;Eckelrade;Eijsden-Margraten;Limburg
6252;Eckelrade;Eijsden-Margraten;Limburg
6255;Noorbeek;Eijsden-Margraten;Limburg
6261;Mheer;Eijsden-Margraten;Limburg
6262;Banholt;Eijsden-Margraten;Limburg
6265;Sint Geertruid;Eijsden-Margraten;Limburg
6267;Cadier en Keer;Eijsden-Margraten;Limburg
6268;Bemelen;Eijsden-Margraten;Limburg
6269;Margraten;Eijsden-Margraten;Limburg
6307;Scheulder;Eijsden-Margraten;Limburg
6969;Margraten;Eijsden-Margraten;Limburg
5600;Eindhoven;Eindhoven;Noord-Brabant
5601;Eindhoven;Eindhoven;Noord-Brabant
5602;Eindhoven;Eindhoven;Noord-Brabant
5603;Eindhoven;Eindhoven;Noord-Brabant
5604;Eindhoven;Eindhoven;Noord-Brabant
5605;Eindhoven;Eindhoven;Noord-Brabant
5606;Eindhoven;Eindhoven;Noord-Brabant
5611;Eindhoven;Eindhoven;Noord-Brabant
5612;Eindhoven;Eindhoven;Noord-Brabant
5613;Eindhoven;Eindhoven;Noord-Brabant
5614;Eindhoven;Eindhoven;Noord-Brabant
5615;Eindhoven;Eindhoven;Noord-Brabant
5616;Eindhoven;Eindhoven;Noord-Brabant
5617;Eindhoven;Eindhoven;Noord-Brabant
5621;Eindhoven;Eindhoven;Noord-Brabant
5622;Eindhoven;Eindhoven;Noord-Brabant
5623;Eindhoven;Eindhoven;Noord-Brabant
5624;Eindhoven;Eindhoven;Noord-Brabant
5625;Eindhoven;Eindhoven;Noord-Brabant
5626;Eindhoven;Eindhoven;Noord-Brabant
5627;Eindhoven;Eindhoven;Noord-Brabant
5628;Eindhoven;Eindhoven;Noord-Brabant
5629;Eindhoven;Eindhoven;Noord-Brabant
5631;Eindhoven;Eindhoven;Noord-Brabant
5632;Eindhoven;Eindhoven;Noord-Brabant
5633;Eindhoven;Eindhoven;Noord-Brabant
5641;Eindhoven;Eindhoven;Noord-Brabant
5642;Eindhoven;Eindhoven;Noord-Brabant
5643;Eindhoven;Eindhoven;Noord-Brabant
5644;Eindhoven;Eindhoven;Noord-Brabant
5645;Eindhoven;Eindhoven;Noord-Brabant
5646;Eindhoven;Eindhoven;Noord-Brabant
5647;Eindhoven;Eindhoven;Noord-Brabant
5651;Eindhoven;Eindhoven;Noord-Brabant
5652;Eindhoven;Eindhoven;Noord-Brabant
5653;Eindhoven;Eindhoven;Noord-Brabant
5654;Eindhoven;Eindhoven;Noord-Brabant
5655;Eindhoven;Eindhoven;Noord-Brabant
5656;Eindhoven;Eindhoven;Noord-Brabant
5657;Eindhoven;Eindhoven;Noord-Brabant
5658;Eindhoven;Eindhoven;Noord-Brabant
8080;Elburg;Elburg;Gelderland
8081;Elburg;Elburg;Gelderland
8082;Elburg;Elburg;Gelderland
8084;'t Harde;Elburg;Gelderland
8085;Doornspijk;Elburg;Gelderland
7283;Emmen;Emmen;Drenthe
7760;Schoonebeek;Emmen;Drenthe
7761;Schoonebeek;Emmen;Drenthe
7764;Zandpol;Emmen;Drenthe
7765;Weiteveen;Emmen;Drenthe
7766;Emmen;Emmen;Drenthe
7800;Emmen;Emmen;Drenthe
7801;Emmen;Emmen;Drenthe
7811;Emmen;Emmen;Drenthe
7812;Emmen;Emmen;Drenthe
7813;Emmen;Emmen;Drenthe
7814;Emmen;Emmen;Drenthe
7815;Emmen;Emmen;Drenthe
7821;Emmen;Emmen;Drenthe
7822;Emmen;Emmen;Drenthe
7823;Emmen;Emmen;Drenthe
7824;Emmen;Emmen;Drenthe
7825;Emmen;Emmen;Drenthe
7826;Emmen;Emmen;Drenthe
7827;Emmen;Emmen;Drenthe
7828;Emmen;Emmen;Drenthe
7830;Nieuw-Weerdinge;Emmen;Drenthe
7831;Nieuw-Weerdinge;Emmen;Drenthe
7833;Nieuw-Amsterdam;Emmen;Drenthe
7844;Veenoord;Emmen;Drenthe
7880;Emmer-Compascuum;Emmen;Drenthe
7881;Emmer-Compascuum;Emmen;Drenthe
7884;Barger-Compascuum;Emmen;Drenthe
7885;Nieuw-Dordrecht;Emmen;Drenthe
7887;Emmer-Compascuum;Emmen;Drenthe
7889;Klazienaveen-Noord;Emmen;Drenthe
7890;Klazienaveen;Emmen;Drenthe
7891;Klazienaveen;Emmen;Drenthe
7892;Klazienaveen;Emmen;Drenthe
7894;Zwartemeer;Emmen;Drenthe
7895;Roswinkel;Emmen;Drenthe
1600;Enkhuizen;Enkhuizen;Noord-Holland
1601;Enkhuizen;Enkhuizen;Noord-Holland
1602;Enkhuizen;Enkhuizen;Noord-Holland
7500;Enschede;Enschede;Overijssel
7502;Enschede;Enschede;Overijssel
7503;Enschede;Enschede;Overijssel
7504;Enschede;Enschede;Overijssel
7511;Enschede;Enschede;Overijssel
7512;Enschede;Enschede;Overijssel
7513;Enschede;Enschede;Overijssel
7514;Enschede;Enschede;Overijssel
7521;Enschede;Enschede;Overijssel
7522;Enschede;Enschede;Overijssel
7523;Enschede;Enschede;Overijssel
7524;Enschede;Enschede;Overijssel
7525;Enschede;Enschede;Overijssel
7531;Enschede;Enschede;Overijssel
7532;Enschede;Enschede;Overijssel
7533;Enschede;Enschede;Overijssel
7534;Enschede;Enschede;Overijssel
7535;Enschede;Enschede;Overijssel
7536;Enschede;Enschede;Overijssel
7541;Enschede;Enschede;Overijssel
7542;Enschede;Enschede;Overijssel
7543;Enschede;Enschede;Overijssel
7544;Enschede;Enschede;Overijssel
7545;Enschede;Enschede;Overijssel
7546;Enschede;Enschede;Overijssel
7547;Enschede;Enschede;Overijssel
7548;Enschede;Enschede;Overijssel
8160;Epe;Epe;Gelderland
8161;Epe;Epe;Gelderland
8162;Epe;Epe;Gelderland
8166;Emst;Epe;Gelderland
8167;Oene;Epe;Gelderland
8170;Vaassen;Epe;Gelderland
8171;Vaassen;Epe;Gelderland
8172;Vaassen;Epe;Gelderland
8611;Emst;Epe;Friesland
3850;Ermelo;Ermelo;Gelderland
3851;Ermelo;Ermelo;Gelderland
3852;Ermelo;Ermelo;Gelderland
3853;Ermelo;Ermelo;Gelderland
4870;Etten-Leur;Etten-Leur;Noord-Brabant
4871;Etten-Leur;Etten-Leur;Noord-Brabant
4872;Etten-Leur;Etten-Leur;Noord-Brabant
4873;Etten-Leur;Etten-Leur;Noord-Brabant
4874;Etten-Leur;Etten-Leur;Noord-Brabant
4875;Etten-Leur;Etten-Leur;Noord-Brabant
4876;Etten-Leur;Etten-Leur;Noord-Brabant
4877;Etten-Leur;Etten-Leur;Noord-Brabant
4878;Etten-Leur;Etten-Leur;Noord-Brabant
4879;Etten-Leur;Etten-Leur;Noord-Brabant
9073;Marrum;Ferwerderadiel;Friesland
9074;Hallum;Ferwerderadiel;Friesland
9107;Jannum;Ferwerderadiel;Friesland
9111;Burdaard;Ferwerderadiel;Friesland
9112;Burdaard;Ferwerderadiel;Friesland
9171;Blije;Ferwerderadiel;Friesland
9172;Ferwert;Ferwerderadiel;Friesland
9173;Hegebeintum;Ferwerderadiel;Friesland
9174;Ginnum;Ferwerderadiel;Friesland
9175;Reitsum;Ferwerderadiel;Friesland
9176;Lichtaard;Ferwerderadiel;Friesland
9178;Wânswert;Ferwerderadiel;Friesland
8800;Franeker;Franekeradeel;Friesland
8801;Tzum;Franekeradeel;Friesland
8802;Franeker;Franekeradeel;Friesland
8804;Tzum;Franekeradeel;Friesland
8805;Hitzum;Franekeradeel;Friesland
8806;Achlum;Franekeradeel;Friesland
8807;Herbaijum;Franekeradeel;Friesland
8808;Dongjum;Franekeradeel;Friesland
8809;Boer;Franekeradeel;Friesland
8811;Ried;Franekeradeel;Friesland
8812;Peins;Franekeradeel;Friesland
8813;Schalsum;Franekeradeel;Friesland
8814;Zweins;Franekeradeel;Friesland
8850;Tzummarum;Franekeradeel;Friesland
8851;Sexbierum;Franekeradeel;Friesland
8852;Firdgum;Franekeradeel;Friesland
8853;Klooster Lidlum;Franekeradeel;Friesland
8854;Oosterbierum;Franekeradeel;Friesland
8855;Sexbierum;Franekeradeel;Friesland
8856;Pietersbierum;Franekeradeel;Friesland
4930;Geertruidenberg;Geertruidenberg;Noord-Brabant
4931;Geertruidenberg;Geertruidenberg;Noord-Brabant
4940;Raamsdonksveer;Geertruidenberg;Noord-Brabant
4941;Raamsdonksveer;Geertruidenberg;Noord-Brabant
4942;Raamsdonksveer;Geertruidenberg;Noord-Brabant
4944;Raamsdonk;Geertruidenberg;Noord-Brabant
5165;Raamsdonk;Geertruidenberg;Noord-Brabant
4151;Acquoy;Geldermalsen;Gelderland
4152;Rhenoy;Geldermalsen;Gelderland
4153;Beesd;Geldermalsen;Gelderland
4155;Gellicum;Geldermalsen;Gelderland
4156;Rumpt;Geldermalsen;Gelderland
4157;Enspijk;Geldermalsen;Gelderland
4158;Deil;Geldermalsen;Gelderland
4190;Geldermalsen;Geldermalsen;Gelderland
4191;Geldermalsen;Geldermalsen;Gelderland
4194;Meteren;Geldermalsen;Gelderland
4196;Tricht;Geldermalsen;Gelderland
5660;Geldrop;Geldrop-Mierlo;Noord-Brabant
5661;Geldrop;Geldrop-Mierlo;Noord-Brabant
5662;Geldrop;Geldrop-Mierlo;Noord-Brabant
5663;Geldrop;Geldrop-Mierlo;Noord-Brabant
5664;Geldrop;Geldrop-Mierlo;Noord-Brabant
5665;Geldrop;Geldrop-Mierlo;Noord-Brabant
5666;Geldrop;Geldrop-Mierlo;Noord-Brabant
5667;Geldrop;Geldrop-Mierlo;Noord-Brabant
5730;Mierlo;Geldrop-Mierlo;Noord-Brabant
5731;Mierlo;Geldrop-Mierlo;Noord-Brabant
5420;Gemert;Gemert-Bakel;Noord-Brabant
5421;Gemert;Gemert-Bakel;Noord-Brabant
5422;Gemert;Gemert-Bakel;Noord-Brabant
5423;Handel;Gemert-Bakel;Noord-Brabant
5424;Elsendorp;Gemert-Bakel;Noord-Brabant
5425;De Mortel;Gemert-Bakel;Noord-Brabant
5760;Bakel;Gemert-Bakel;Noord-Brabant
5761;Bakel;Gemert-Bakel;Noord-Brabant
5763;Milheeze;Gemert-Bakel;Noord-Brabant
5764;De Rips;Gemert-Bakel;Noord-Brabant
6590;Gennep;Gennep;Limburg
6591;Gennep;Gennep;Limburg
6595;Ottersum;Gennep;Limburg
6596;Milsbeek;Gennep;Limburg
6598;Heijen;Gennep;Limburg
6599;Ven-Zelderheide;Gennep;Limburg
3380;Giessenburg;Giessenlanden;Zuid-Holland
3381;Giessenburg;Giessenlanden;Zuid-Holland
4209;Schelluinen;Giessenlanden;Zuid-Holland
4221;Hoogblokland;Giessenlanden;Zuid-Holland
4223;Hoornaar;Giessenlanden;Zuid-Holland
4225;Noordeloos;Giessenlanden;Zuid-Holland
4240;Arkel;Giessenlanden;Zuid-Holland
4241;Arkel;Giessenlanden;Zuid-Holland
5120;Rijen;Gilze en Rijen;Noord-Brabant
5121;Rijen;Gilze en Rijen;Noord-Brabant
5122;Rijen;Gilze en Rijen;Noord-Brabant
5124;Molenschot;Gilze en Rijen;Noord-Brabant
5125;Hulten;Gilze en Rijen;Noord-Brabant
5126;Gilze;Gilze en Rijen;Noord-Brabant
3240;Middelharnis;Goeree-Overflakkee;Zuid-Holland
3241;Middelharnis;Goeree-Overflakkee;Zuid-Holland
3243;Stad aan 't Haringvliet;Goeree-Overflakkee;Zuid-Holland
3244;Nieuwe-Tonge;Goeree-Overflakkee;Zuid-Holland
3245;Sommelsdijk;Goeree-Overflakkee;Zuid-Holland
3247;Dirksland;Goeree-Overflakkee;Zuid-Holland
3248;Melissant;Goeree-Overflakkee;Zuid-Holland
3249;Herkingen;Goeree-Overflakkee;Zuid-Holland
3250;Stellendam;Goeree-Overflakkee;Zuid-Holland
3251;Goedereede;Goeree-Overflakkee;Zuid-Holland
3252;Goedereede;Goeree-Overflakkee;Zuid-Holland
3253;Ouddorp;Goeree-Overflakkee;Zuid-Holland
3255;Oude-Tonge;Goeree-Overflakkee;Zuid-Holland
3256;Achthuizen;Goeree-Overflakkee;Zuid-Holland
3257;Ooltgensplaat;Goeree-Overflakkee;Zuid-Holland
3258;Den Bommel;Goeree-Overflakkee;Zuid-Holland
3523;Ouddorp;Goeree-Overflakkee;Utrecht
4458;'s-Heer Arendskerke;Goes;Zeeland
4460;Goes;Goes;Zeeland
4461;Goes;Goes;Zeeland
4462;Goes;Goes;Zeeland
4463;Goes;Goes;Zeeland
4464;Goes;Goes;Zeeland
4465;Goes;Goes;Zeeland
4470;Wolphaartsdijk;Goes;Zeeland
4471;'s-Heer Hendrikskinderen;Goes;Zeeland
4472;'s-Heer Hendrikskinderen;Goes;Zeeland
4474;Kattendijke;Goes;Zeeland
4475;Wilhelminadorp;Goes;Zeeland
4481;Kloetinge;Goes;Zeeland
5050;Goirle;Goirle;Noord-Brabant
5051;Goirle;Goirle;Noord-Brabant
5052;Goirle;Goirle;Noord-Brabant
5131;Riel;Goirle;Noord-Brabant
5133;Riel;Goirle;Noord-Brabant
4200;Gorinchem;Gorinchem;Zuid-Holland
4201;Gorinchem;Gorinchem;Zuid-Holland
4202;Gorinchem;Gorinchem;Zuid-Holland
4203;Gorinchem;Gorinchem;Zuid-Holland
4204;Gorinchem;Gorinchem;Zuid-Holland
4205;Gorinchem;Gorinchem;Zuid-Holland
4206;Gorinchem;Gorinchem;Zuid-Holland
4207;Gorinchem;Gorinchem;Zuid-Holland
4208;Gorinchem;Gorinchem;Zuid-Holland
4213;Gorinchem;Gorinchem;Zuid-Holland
2800;Gouda;Gouda;Zuid-Holland
2801;Gouda;Gouda;Zuid-Holland
2802;Gouda;Gouda;Zuid-Holland
2803;Gouda;Gouda;Zuid-Holland
2804;Gouda;Gouda;Zuid-Holland
2805;Gouda;Gouda;Zuid-Holland
2806;Gouda;Gouda;Zuid-Holland
2807;Gouda;Gouda;Zuid-Holland
2808;Gouda;Gouda;Zuid-Holland
2809;Gouda;Gouda;Zuid-Holland
5360;Grave;Grave;Noord-Brabant
5361;Grave;Grave;Noord-Brabant
5363;Velp;Grave;Noord-Brabant
5364;Escharen;Grave;Noord-Brabant
5438;Gassel;Grave;Noord-Brabant
6560;Groesbeek;Groesbeek;Gelderland
6561;Groesbeek;Groesbeek;Gelderland
6562;Groesbeek;Groesbeek;Gelderland
6564;Heilig Landstichting;Groesbeek;Gelderland
6570;Berg en Dal;Groesbeek;Gelderland
6571;Berg en Dal;Groesbeek;Gelderland
9700;Groningen;Groningen;Groningen
9701;Groningen;Groningen;Groningen
9702;Groningen;Groningen;Groningen
9703;Groningen;Groningen;Groningen
9704;Groningen;Groningen;Groningen
9711;Groningen;Groningen;Groningen
9712;Groningen;Groningen;Groningen
9713;Groningen;Groningen;Groningen
9714;Groningen;Groningen;Groningen
9715;Groningen;Groningen;Groningen
9716;Groningen;Groningen;Groningen
9717;Groningen;Groningen;Groningen
9718;Groningen;Groningen;Groningen
9721;Groningen;Groningen;Groningen
9722;Groningen;Groningen;Groningen
9723;Groningen;Groningen;Groningen
9724;Groningen;Groningen;Groningen
9725;Groningen;Groningen;Groningen
9726;Groningen;Groningen;Groningen
9727;Groningen;Groningen;Groningen
9728;Groningen;Groningen;Groningen
9731;Groningen;Groningen;Groningen
9732;Groningen;Groningen;Groningen
9733;Groningen;Groningen;Groningen
9734;Groningen;Groningen;Groningen
9735;Groningen;Groningen;Groningen
9736;Groningen;Groningen;Groningen
9737;Groningen;Groningen;Groningen
9738;Groningen;Groningen;Groningen
9741;Groningen;Groningen;Groningen
9742;Groningen;Groningen;Groningen
9743;Groningen;Groningen;Groningen
9744;Groningen;Groningen;Groningen
9745;Groningen;Groningen;Groningen
9746;Groningen;Groningen;Groningen
9747;Groningen;Groningen;Groningen
9831;Groningen;Groningen;Groningen
9821;Oldekerk;Grootegast;Groningen
9822;Niekerk;Grootegast;Groningen
9860;Grootegast;Grootegast;Groningen
9861;Grootegast;Grootegast;Groningen
9862;Sebaldeburen;Grootegast;Groningen
9863;Doezum;Grootegast;Groningen
9864;Doezum;Grootegast;Groningen
9865;Opende;Grootegast;Groningen
9866;Lutjegast;Grootegast;Groningen
6270;Gulpen;Gulpen-Wittem;Limburg
6271;Gulpen;Gulpen-Wittem;Limburg
6273;Ingber;Gulpen-Wittem;Limburg
6274;Reijmerstok;Gulpen-Wittem;Limburg
6276;Heijenrath;Gulpen-Wittem;Limburg
6277;Heijenrath;Gulpen-Wittem;Limburg
6278;Beutenaken;Gulpen-Wittem;Limburg
6281;Gulpen;Gulpen-Wittem;Limburg
6285;Epen;Gulpen-Wittem;Limburg
6286;Wittem;Gulpen-Wittem;Limburg
6287;Eys;Gulpen-Wittem;Limburg
6289;Elkenrade;Gulpen-Wittem;Limburg
6320;Wijlre;Gulpen-Wittem;Limburg
6321;Wijlre;Gulpen-Wittem;Limburg
6373;Ingber;Gulpen-Wittem;Limburg
7480;Haaksbergen;Haaksbergen;Overijssel
7481;Haaksbergen;Haaksbergen;Overijssel
7482;Haaksbergen;Haaksbergen;Overijssel
7483;Haaksbergen;Haaksbergen;Overijssel
5074;Biezenmortel;Haaren;Noord-Brabant
5076;Haaren;Haaren;Noord-Brabant
5268;Helvoirt;Haaren;Noord-Brabant
5296;Esch;Haaren;Noord-Brabant
2000;Haarlem;Haarlem;Noord-Holland
2001;Haarlem;Haarlem;Noord-Holland
2002;Haarlem;Haarlem;Noord-Holland
2003;Haarlem;Haarlem;Noord-Holland
2011;Haarlem;Haarlem;Noord-Holland
2012;Haarlem;Haarlem;Noord-Holland
2013;Haarlem;Haarlem;Noord-Holland
2015;Haarlem;Haarlem;Noord-Holland
2019;Haarlem;Haarlem;Noord-Holland
2021;Haarlem;Haarlem;Noord-Holland
2022;Haarlem;Haarlem;Noord-Holland
2023;Haarlem;Haarlem;Noord-Holland
2024;Haarlem;Haarlem;Noord-Holland
2025;Haarlem;Haarlem;Noord-Holland
2026;Haarlem;Haarlem;Noord-Holland
2031;Haarlem;Haarlem;Noord-Holland
2032;Haarlem;Haarlem;Noord-Holland
2033;Haarlem;Haarlem;Noord-Holland
2034;Haarlem;Haarlem;Noord-Holland
2035;Haarlem;Haarlem;Noord-Holland
2036;Haarlem;Haarlem;Noord-Holland
2037;Haarlem;Haarlem;Noord-Holland
2063;Spaarndam gem. Haarlem;Haarlem;Noord-Holland
1165;Halfweg;Haarlemmerliede en Spaarnwoude;Noord-Holland
2064;Spaarndam;Haarlemmerliede en Spaarnwoude;Noord-Holland
2065;Haarlemmerliede;Haarlemmerliede en Spaarnwoude;Noord-Holland
1117;Schiphol;Haarlemmermeer;Noord-Holland
1118;Schiphol-Rijk;Haarlemmermeer;Noord-Holland
1119;Schiphol-Rijk;Haarlemmermeer;Noord-Holland
1160;Zwanenburg;Haarlemmermeer;Noord-Holland
1161;Zwanenburg;Haarlemmermeer;Noord-Holland
1170;Badhoevedorp;Haarlemmermeer;Noord-Holland
1171;Badhoevedorp;Haarlemmermeer;Noord-Holland
1175;Lijnden;Haarlemmermeer;Noord-Holland
1435;Rijsenhout;Haarlemmermeer;Noord-Holland
1436;Aalsmeerderbrug;Haarlemmermeer;Noord-Holland
1437;Rozenburg;Haarlemmermeer;Noord-Holland
1438;Oude Meer;Haarlemmermeer;Noord-Holland
2130;Hoofddorp;Haarlemmermeer;Noord-Holland
